Log		avg_mem	avg_stacksize	avg_totalsize	cmd	context_swaps	exitcode	forced_context_switches	fs_input	fs_output	max_mem	page_faults_majors	page_faults_minor	pagesize	rcpu	shmem	signals_rx	socket_messages_rx	socket_messages_tx	stime	unsharedmem	utime	vol_context_switches	wall
Makefile.1379012357.25642		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-2.pairwise -d 120916 -c 6 -x 2 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14195	4096	41%	0	0	0	0	0.06	0	0.75	159	0:01.95
Makefile.1379012359.8014		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-3.pairwise -d 120916 -c 6 -x 3 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14178	4096	39%	0	0	0	0	0.06	0	0.76	179	0:02.12
Makefile.1379012361.172		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-4.pairwise -d 120916 -c 6 -x 4 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14176	4096	27%	0	0	0	0	0.04	0	0.66	187	0:02.56
Makefile.1379012364.24355		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-5.pairwise -d 120916 -c 6 -x 5 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14188	4096	28%	0	0	0	0	0.06	0	0.74	199	0:02.83
Makefile.1379012367.10563		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-6.pairwise -d 120916 -c 6 -x 6 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14204	4096	52%	0	0	0	0	0.08	0	0.72	167	0:01.54
Makefile.1379012368.16432		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-7.pairwise -d 120916 -c 6 -x 7 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14199	4096	29%	0	0	0	0	0.05	0	0.68	181	0:02.46
Makefile.1379012371.16580		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-8.pairwise -d 120916 -c 6 -x 8 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14187	4096	32%	0	0	0	0	0.06	0	0.62	179	0:02.12
Makefile.1379012373.3659		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-9.pairwise -d 120916 -c 6 -x 9 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14201	4096	39%	0	0	0	0	0.06	0	0.77	173	0:02.10
Makefile.1379012375.1415		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-10.pairwise -d 120916 -c 6 -x 10 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29504	0	14204	4096	36%	0	0	0	0	0.06	0	0.77	180	0:02.28
Makefile.1379012377.4419		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-11.pairwise -d 120916 -c 6 -x 11 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29504	0	14193	4096	33%	0	0	0	0	0.06	0	0.77	176	0:02.50
Makefile.1379012380.2628		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-12.pairwise -d 120916 -c 6 -x 12 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29504	0	14184	4096	37%	0	0	0	0	0.05	0	0.70	191	0:02.05
Makefile.1379012382.30250		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-13.pairwise -d 120916 -c 6 -x 13 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14201	4096	53%	0	0	0	0	0.11	0	0.73	230	0:01.59
Makefile.1379012384.25338		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-14.pairwise -d 120916 -c 6 -x 14 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14200	4096	37%	0	0	0	0	0.07	0	0.71	181	0:02.10
Makefile.1379012386.28025		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-15.pairwise -d 120916 -c 6 -x 15 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14181	4096	38%	0	0	0	0	0.07	0	0.77	184	0:02.19
Makefile.1379012388.31987		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-16.pairwise -d 120916 -c 6 -x 16 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29504	0	14204	4096	35%	0	0	0	0	0.06	0	0.76	240	0:02.33
Makefile.1379012390.17987		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-17.pairwise -d 120916 -c 6 -x 17 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14195	4096	39%	0	0	0	0	0.08	0	0.74	183	0:02.09
Makefile.1379012392.24648		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-18.pairwise -d 120916 -c 6 -x 18 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14196	4096	41%	0	0	0	0	0.06	0	0.76	181	0:01.99
Makefile.1379012394.17095		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-19.pairwise -d 120916 -c 6 -x 19 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14199	4096	34%	0	0	0	0	0.05	0	0.69	182	0:02.20
Makefile.1379012397.14686		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-20.pairwise -d 120916 -c 6 -x 20 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29472	0	14182	4096	38%	0	0	0	0	0.07	0	0.75	214	0:02.14
Makefile.1379012399.23999		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-21.pairwise -d 120916 -c 6 -x 21 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14185	4096	37%	0	0	0	0	0.06	0	0.76	173	0:02.17
Makefile.1379012401.25940		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr6-22.pairwise -d 120916 -c 6 -x 22 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14194	4096	33%	0	0	0	0	0.09	0	0.65	178	0:02.21
Makefile.1379012403.15790		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-1.pairwise -d 120916 -c 7 -x 1 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14180	4096	37%	0	0	0	0	0.06	0	0.68	191	0:01.98
Makefile.1379012405.16739		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-2.pairwise -d 120916 -c 7 -x 2 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14200	4096	40%	0	0	0	0	0.05	0	0.78	182	0:02.03
Makefile.1379012407.21415		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-3.pairwise -d 120916 -c 7 -x 3 -s 120916 -l 120916.int.bed"	0	0	45	0	38328	29504	0	14201	4096	37%	0	0	0	0	0.07	0	0.63	162	0:01.91
Makefile.1379012409.13972		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-4.pairwise -d 120916 -c 7 -x 4 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14198	4096	35%	0	0	0	0	0.08	0	0.75	209	0:02.37
Makefile.1379012412.25970		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-5.pairwise -d 120916 -c 7 -x 5 -s 120916 -l 120916.int.bed"	0	0	67	0	38328	29488	0	14178	4096	40%	0	0	0	0	0.07	0	0.68	277	0:01.87
Makefile.1379012414.3237		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-6.pairwise -d 120916 -c 7 -x 6 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14187	4096	39%	0	0	0	0	0.08	0	0.76	181	0:02.12
Makefile.1379012416.8894		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-7.pairwise -d 120916 -c 7 -x 7 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14189	4096	35%	0	0	0	0	0.07	0	0.76	190	0:02.32
Makefile.1379012418.8894		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-8.pairwise -d 120916 -c 7 -x 8 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14186	4096	39%	0	0	0	0	0.08	0	0.76	225	0:02.11
Makefile.1379012420.12417		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-9.pairwise -d 120916 -c 7 -x 9 -s 120916 -l 120916.int.bed"	0	0	44	0	38328	29504	0	14205	4096	44%	0	0	0	0	0.06	0	0.68	160	0:01.68
Makefile.1379012422.23847		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-10.pairwise -d 120916 -c 7 -x 10 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14186	4096	30%	0	0	0	0	0.08	0	0.76	200	0:02.72
Makefile.1379012425.7752		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-11.pairwise -d 120916 -c 7 -x 11 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14196	4096	39%	0	0	0	0	0.07	0	0.74	196	0:02.05
Makefile.1379012427.27052		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-12.pairwise -d 120916 -c 7 -x 12 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14192	4096	19%	0	0	0	0	0.06	0	0.64	182	0:03.69
Makefile.1379012431.15233		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-13.pairwise -d 120916 -c 7 -x 13 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14200	4096	42%	0	0	0	0	0.07	0	0.75	184	0:01.96
Makefile.1379012433.14717		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-14.pairwise -d 120916 -c 7 -x 14 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14197	4096	39%	0	0	0	0	0.06	0	0.76	175	0:02.12
Makefile.1379012435.20161		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-15.pairwise -d 120916 -c 7 -x 15 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14198	4096	36%	0	0	0	0	0.06	0	0.70	181	0:02.12
Makefile.1379012437.28558		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-16.pairwise -d 120916 -c 7 -x 16 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14176	4096	32%	0	0	0	0	0.06	0	0.70	196	0:02.33
Makefile.1379012439.5166		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-17.pairwise -d 120916 -c 7 -x 17 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14190	4096	40%	0	0	0	0	0.07	0	0.74	174	0:02.01
Makefile.1379012442.17651		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-18.pairwise -d 120916 -c 7 -x 18 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14198	4096	26%	0	0	0	0	0.07	0	0.72	206	0:02.98
Makefile.1379012445.22385		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-19.pairwise -d 120916 -c 7 -x 19 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14185	4096	40%	0	0	0	0	0.08	0	0.71	201	0:01.96
Makefile.1379012447.29196		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-20.pairwise -d 120916 -c 7 -x 20 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14198	4096	32%	0	0	0	0	0.10	0	0.68	242	0:02.42
Makefile.1379012449.32072		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-21.pairwise -d 120916 -c 7 -x 21 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29504	0	14184	4096	36%	0	0	0	0	0.09	0	0.73	174	0:02.29
Makefile.1379012451.28169		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr7-22.pairwise -d 120916 -c 7 -x 22 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29472	0	14194	4096	30%	0	0	0	0	0.08	0	0.74	193	0:02.68
Makefile.1379012454.11407		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-1.pairwise -d 120916 -c 8 -x 1 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14177	4096	32%	0	0	0	0	0.07	0	0.68	163	0:02.36
Makefile.1379012456.12004		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-2.pairwise -d 120916 -c 8 -x 2 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14196	4096	31%	0	0	0	0	0.07	0	0.75	185	0:02.64
Makefile.1379012459.26019		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-3.pairwise -d 120916 -c 8 -x 3 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14190	4096	39%	0	0	0	0	0.08	0	0.77	179	0:02.18
Makefile.1379012461.17995		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-4.pairwise -d 120916 -c 8 -x 4 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29504	0	14200	4096	40%	0	0	0	0	0.06	0	0.78	192	0:02.10
Makefile.1379012464.26490		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-5.pairwise -d 120916 -c 8 -x 5 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14187	4096	36%	0	0	0	0	0.10	0	0.70	206	0:02.23
Makefile.1379012466.11610		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-6.pairwise -d 120916 -c 8 -x 6 -s 120916 -l 120916.int.bed"	0	0	45	0	38328	29504	0	14189	4096	31%	0	0	0	0	0.07	0	0.76	199	0:02.68
Makefile.1379012469.16536		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-7.pairwise -d 120916 -c 8 -x 7 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14183	4096	33%	0	0	0	0	0.06	0	0.67	191	0:02.22
Makefile.1379012471.26083		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-8.pairwise -d 120916 -c 8 -x 8 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14199	4096	30%	0	0	0	0	0.04	0	0.51	229	0:01.85
Makefile.1379012473.20032		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-9.pairwise -d 120916 -c 8 -x 9 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29504	0	14204	4096	38%	0	0	0	0	0.07	0	0.76	215	0:02.18
Makefile.1379012475.14246		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-10.pairwise -d 120916 -c 8 -x 10 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14193	4096	40%	0	0	0	0	0.06	0	0.76	180	0:02.04
Makefile.1379012477.3541		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-11.pairwise -d 120916 -c 8 -x 11 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14188	4096	29%	0	0	0	0	0.06	0	0.67	197	0:02.48
Makefile.1379012480.25694		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-12.pairwise -d 120916 -c 8 -x 12 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14199	4096	32%	0	0	0	0	0.06	0	0.74	218	0:02.49
Makefile.1379012482.32126		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-13.pairwise -d 120916 -c 8 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14205	4096	32%	0	0	0	0	0.07	0	0.63	177	0:02.15
Makefile.1379012484.15560		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-14.pairwise -d 120916 -c 8 -x 14 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14191	4096	37%	0	0	0	0	0.06	0	0.76	183	0:02.19
Makefile.1379012486.5284		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-15.pairwise -d 120916 -c 8 -x 15 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14185	4096	31%	0	0	0	0	0.06	0	0.75	195	0:02.57
Makefile.1379012489.1229		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-16.pairwise -d 120916 -c 8 -x 16 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14199	4096	40%	0	0	0	0	0.06	0	0.59	213	0:01.61
Makefile.1379012491.16094		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-17.pairwise -d 120916 -c 8 -x 17 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14184	4096	47%	0	0	0	0	0.08	0	0.31	174	0:00.85
Makefile.1379012492.6629		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-18.pairwise -d 120916 -c 8 -x 18 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14203	4096	37%	0	0	0	0	0.08	0	0.74	168	0:02.21
Makefile.1379012494.17250		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-19.pairwise -d 120916 -c 8 -x 19 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14182	4096	38%	0	0	0	0	0.05	0	0.78	219	0:02.19
Makefile.1379012496.17740		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-20.pairwise -d 120916 -c 8 -x 20 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14186	4096	36%	0	0	0	0	0.08	0	0.66	219	0:02.03
Makefile.1379012498.7123		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-21.pairwise -d 120916 -c 8 -x 21 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14191	4096	26%	0	0	0	0	0.06	0	0.77	197	0:03.13
Makefile.1379012501.6074		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr8-22.pairwise -d 120916 -c 8 -x 22 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14185	4096	35%	0	0	0	0	0.05	0	0.78	215	0:02.34
Makefile.1379012504.19004		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-1.pairwise -d 120916 -c 9 -x 1 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.06	0	0.77	209	0:02.14
Makefile.1379012506.1468		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-2.pairwise -d 120916 -c 9 -x 2 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14191	4096	29%	0	0	0	0	0.04	0	0.47	172	0:01.75
Makefile.1379012508.21203		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-3.pairwise -d 120916 -c 9 -x 3 -s 120916 -l 120916.int.bed"	0	0	31	0	38328	29488	0	14197	4096	47%	0	0	0	0	0.03	0	0.51	227	0:01.16
Makefile.1379012509.31328		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-4.pairwise -d 120916 -c 9 -x 4 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14193	4096	27%	0	0	0	0	0.05	0	0.60	237	0:02.40
Makefile.1379012511.7533		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-5.pairwise -d 120916 -c 9 -x 5 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14205	4096	29%	0	0	0	0	0.06	0	0.47	207	0:01.84
Makefile.1379012513.2175		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-6.pairwise -d 120916 -c 9 -x 6 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14185	4096	27%	0	0	0	0	0.08	0	0.66	220	0:02.72
Makefile.1379012516.25584		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-7.pairwise -d 120916 -c 9 -x 7 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14202	4096	34%	0	0	0	0	0.07	0	0.75	209	0:02.41
Makefile.1379012518.7410		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-8.pairwise -d 120916 -c 9 -x 8 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14207	4096	34%	0	0	0	0	0.07	0	0.66	192	0:02.14
Makefile.1379012521.16324		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-9.pairwise -d 120916 -c 9 -x 9 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29472	0	14184	4096	39%	0	0	0	0	0.06	0	0.77	166	0:02.12
Makefile.1379012523.2642		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-10.pairwise -d 120916 -c 9 -x 10 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29472	0	14197	4096	37%	0	0	0	0	0.05	0	0.70	177	0:02.03
Makefile.1379012525.6818		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-11.pairwise -d 120916 -c 9 -x 11 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14192	4096	35%	0	0	0	0	0.09	0	0.74	185	0:02.36
Makefile.1379012527.24634		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-12.pairwise -d 120916 -c 9 -x 12 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29504	0	14201	4096	34%	0	0	0	0	0.06	0	0.76	179	0:02.36
Makefile.1379012530.18514		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-13.pairwise -d 120916 -c 9 -x 13 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29504	0	14195	4096	32%	0	0	0	0	0.04	0	0.79	230	0:02.55
Makefile.1379012532.17702		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-14.pairwise -d 120916 -c 9 -x 14 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14186	4096	36%	0	0	0	0	0.07	0	0.67	178	0:02.03
Makefile.1379012534.6917		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-15.pairwise -d 120916 -c 9 -x 15 -s 120916 -l 120916.int.bed"	0	0	41	0	38328	29504	0	14203	4096	40%	0	0	0	0	0.04	0	0.38	283	0:01.04
Makefile.1379012535.11004		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-16.pairwise -d 120916 -c 9 -x 16 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29472	0	14193	4096	28%	0	0	0	0	0.06	0	0.64	217	0:02.50
Makefile.1379012538.11993		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-17.pairwise -d 120916 -c 9 -x 17 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29472	0	14187	4096	27%	0	0	0	0	0.07	0	0.51	199	0:02.14
